id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,jumlah_wajib_ktp,satuan,semester,tahun
196,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,95681,ORANG,1,2020
197,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,62102,ORANG,1,2020
198,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,52190,ORANG,1,2020
199,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,27768,ORANG,1,2020
200,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,58704,ORANG,1,2020
201,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,43983,ORANG,1,2020
202,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,74759,ORANG,1,2020
203,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,61608,ORANG,1,2020
204,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,56255,ORANG,1,2020
205,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,52488,ORANG,1,2020
206,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,62179,ORANG,1,2020
207,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,29112,ORANG,1,2020
208,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,29722,ORANG,1,2020
209,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,18261,ORANG,1,2020
210,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,51150,ORANG,1,2020
211,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,58556,ORANG,2,2020
212,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,85565,ORANG,2,2020
213,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,101970,ORANG,2,2020
214,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,90866,ORANG,2,2020
215,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,74658,ORANG,2,2020
216,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,72280,ORANG,2,2020
217,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,76741,ORANG,2,2020
218,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,40357,ORANG,2,2020
219,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,22216,ORANG,2,2020
220,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,55735,ORANG,2,2020
221,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,61452,ORANG,2,2020
222,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,90375,ORANG,2,2020
223,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,54770,ORANG,2,2020
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,83982,ORANG,2,2020
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,98668,ORANG,2,2020
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,97061,ORANG,2,2020
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,63601,ORANG,2,2020
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,53130,ORANG,2,2020
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,28457,ORANG,2,2020
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,59870,ORANG,2,2020
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,45063,ORANG,2,2020
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,76531,ORANG,2,2020
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,62966,ORANG,2,2020
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,57622,ORANG,2,2020
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,54018,ORANG,2,2020
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,64009,ORANG,2,2020
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,29949,ORANG,2,2020
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,30361,ORANG,2,2020
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,18553,ORANG,2,2020
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,52393,ORANG,2,2020
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,58176,ORANG,1,2021
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,85390,ORANG,1,2021
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,102030,ORANG,1,2021
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,90609,ORANG,1,2021
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,74189,ORANG,1,2021
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,72130,ORANG,1,2021
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,76337,ORANG,1,2021
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,40356,ORANG,1,2021
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,22132,ORANG,1,2021
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,55213,ORANG,1,2021
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,61288,ORANG,1,2021
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,90028,ORANG,1,2021
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,54388,ORANG,1,2021
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,83838,ORANG,1,2021
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,98499,ORANG,1,2021
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,96880,ORANG,1,2021
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,63538,ORANG,1,2021
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,52929,ORANG,1,2021
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,28175,ORANG,1,2021
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,59731,ORANG,1,2021
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,44898,ORANG,1,2021
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,76564,ORANG,1,2021
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,63033,ORANG,1,2021
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,57909,ORANG,1,2021
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,54292,ORANG,1,2021
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,64169,ORANG,1,2021
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,30013,ORANG,1,2021
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,30318,ORANG,1,2021
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,18497,ORANG,1,2021
270,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,52531,ORANG,1,2021
271,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,58176,ORANG,2,2021
272,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,85390,ORANG,2,2021
273,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,102030,ORANG,2,2021
274,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,90609,ORANG,2,2021
275,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,74189,ORANG,2,2021
276,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,72130,ORANG,2,2021
277,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,76337,ORANG,2,2021
278,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,40356,ORANG,2,2021
279,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,22132,ORANG,2,2021
280,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,56018,ORANG,2,2021
281,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,61891,ORANG,2,2021
282,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,91288,ORANG,2,2021
283,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,55035,ORANG,2,2021
284,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,85031,ORANG,2,2021
285,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,100027,ORANG,2,2021
286,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,98071,ORANG,2,2021
287,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,64609,ORANG,2,2021
288,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,53688,ORANG,2,2021
289,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,28773,ORANG,2,2021
290,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,60352,ORANG,2,2021
291,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,45749,ORANG,2,2021
292,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,77667,ORANG,2,2021
293,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,64235,ORANG,2,2021
294,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,59102,ORANG,2,2021
295,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,55256,ORANG,2,2021
296,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,65563,ORANG,2,2021
297,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,30696,ORANG,2,2021
298,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,30689,ORANG,2,2021
299,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,18756,ORANG,2,2021
300,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,53507,ORANG,2,2021
301,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,58256,ORANG,1,2022
302,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,85753,ORANG,1,2022
303,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,103021,ORANG,1,2022
304,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,90639,ORANG,1,2022
305,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,74210,ORANG,1,2022
306,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,72343,ORANG,1,2022
307,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,76785,ORANG,1,2022
308,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,40631,ORANG,1,2022
309,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,22167,ORANG,1,2022
310,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,55322,ORANG,1,2022
311,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,61292,ORANG,1,2022
312,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,90402,ORANG,1,2022
313,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,54294,ORANG,1,2022
314,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,84336,ORANG,1,2022
315,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,99134,ORANG,1,2022
316,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,97162,ORANG,1,2022
317,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,64108,ORANG,1,2022
318,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,53174,ORANG,1,2022
319,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,28627,ORANG,1,2022
320,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,60008,ORANG,1,2022
321,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,45503,ORANG,1,2022
322,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,77270,ORANG,1,2022
323,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,63883,ORANG,1,2022
324,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,59081,ORANG,1,2022
325,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,55078,ORANG,1,2022
326,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,65401,ORANG,1,2022
327,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,30639,ORANG,1,2022
328,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,30562,ORANG,1,2022
329,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,18630,ORANG,1,2022
330,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,53331,ORANG,1,2022
331,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,59168,ORANG,2,2022
332,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,87263,ORANG,2,2022
333,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,104956,ORANG,2,2022
334,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,92279,ORANG,2,2022
335,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,75068,ORANG,2,2022
336,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,73385,ORANG,2,2022
337,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,77946,ORANG,2,2022
338,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,41230,ORANG,2,2022
339,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,22434,ORANG,2,2022
340,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,56010,ORANG,2,2022
341,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,62203,ORANG,2,2022
342,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,91772,ORANG,2,2022
343,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,55092,ORANG,2,2022
344,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,85655,ORANG,2,2022
345,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,100619,ORANG,2,2022
346,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,98359,ORANG,2,2022
347,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,65328,ORANG,2,2022
348,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,54104,ORANG,2,2022
349,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,29301,ORANG,2,2022
350,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,60926,ORANG,2,2022
351,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,46304,ORANG,2,2022
352,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,78700,ORANG,2,2022
353,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,64962,ORANG,2,2022
354,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,60263,ORANG,2,2022
355,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,56158,ORANG,2,2022
356,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,66800,ORANG,2,2022
357,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,31387,ORANG,2,2022
358,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,31033,ORANG,2,2022
359,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,19026,ORANG,2,2022
360,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,54419,ORANG,2,2022
361,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,58904,ORANG,1,2023
362,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,86895,ORANG,1,2023
363,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,104724,ORANG,1,2023
364,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,91946,ORANG,1,2023
365,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,74643,ORANG,1,2023
366,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,73145,ORANG,1,2023
367,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,77604,ORANG,1,2023
368,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,41210,ORANG,1,2023
369,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,22324,ORANG,1,2023
370,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,55767,ORANG,1,2023
371,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,61924,ORANG,1,2023
372,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,91273,ORANG,1,2023
373,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,54813,ORANG,1,2023
374,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,85296,ORANG,1,2023
375,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,100219,ORANG,1,2023
376,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,97956,ORANG,1,2023
377,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,65085,ORANG,1,2023
378,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,53931,ORANG,1,2023
379,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,29205,ORANG,1,2023
380,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,60659,ORANG,1,2023
381,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,46044,ORANG,1,2023
382,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,78667,ORANG,1,2023
383,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,64902,ORANG,1,2023
384,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,60292,ORANG,1,2023
385,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,56202,ORANG,1,2023
386,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,66803,ORANG,1,2023
387,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,31537,ORANG,1,2023
388,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,30948,ORANG,1,2023
389,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,19056,ORANG,1,2023
390,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,54362,ORANG,1,2023
391,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,59933,ORANG,2,2023
392,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,88308,ORANG,2,2023
393,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,107082,ORANG,2,2023
394,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,93412,ORANG,2,2023
395,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,75759,ORANG,2,2023
396,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,74336,ORANG,2,2023
397,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,78849,ORANG,2,2023
