id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,agama,jumlah_penduduk,satuan,semester,tahun
341,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230001,CIPAGANTI,32.73.02,COBLONG,32.73.02.1001,CIPAGANTI,BUDHA,73,ORANG,1,2017
342,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230001,CIPAGANTI,32.73.02,COBLONG,32.73.02.1001,CIPAGANTI,KONGHUCU,0,ORANG,1,2017
343,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230001,CIPAGANTI,32.73.02,COBLONG,32.73.02.1001,CIPAGANTI,KEPERCAYAAN,0,ORANG,1,2017
344,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,ISLAM,21413,ORANG,1,2017
345,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,KRISTEN,1125,ORANG,1,2017
346,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,KATHOLIK,303,ORANG,1,2017
347,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,HINDU,25,ORANG,1,2017
348,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,BUDHA,31,ORANG,1,2017
349,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,KONGHUCU,0,ORANG,1,2017
350,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,KEPERCAYAAN,0,ORANG,1,2017
351,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,ISLAM,27369,ORANG,1,2017
352,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,KRISTEN,899,ORANG,1,2017
353,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,KATHOLIK,513,ORANG,1,2017
354,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,HINDU,10,ORANG,1,2017
355,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,BUDHA,42,ORANG,1,2017
356,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,KONGHUCU,0,ORANG,1,2017
357,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,KEPERCAYAAN,1,ORANG,1,2017
358,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,ISLAM,9875,ORANG,1,2017
359,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,KRISTEN,531,ORANG,1,2017
360,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,KATHOLIK,216,ORANG,1,2017
361,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,HINDU,0,ORANG,1,2017
362,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,BUDHA,49,ORANG,1,2017
363,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,KONGHUCU,0,ORANG,1,2017
364,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,KEPERCAYAAN,2,ORANG,1,2017
365,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,ISLAM,17414,ORANG,1,2017
366,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,KRISTEN,1238,ORANG,1,2017
367,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,KATHOLIK,508,ORANG,1,2017
368,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,HINDU,2,ORANG,1,2017
369,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,BUDHA,242,ORANG,1,2017
370,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,KONGHUCU,2,ORANG,1,2017
371,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,KEPERCAYAAN,0,ORANG,1,2017
372,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,ISLAM,149,ORANG,1,2017
373,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,KRISTEN,1,ORANG,1,2017
374,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,KATHOLIK,1,ORANG,1,2017
375,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,HINDU,0,ORANG,1,2017
376,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,BUDHA,0,ORANG,1,2017
377,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,KONGHUCU,0,ORANG,1,2017
378,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,KEPERCAYAAN,0,ORANG,1,2017
379,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,ISLAM,11158,ORANG,1,2017
380,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,KRISTEN,260,ORANG,1,2017
381,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,KATHOLIK,109,ORANG,1,2017
382,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,HINDU,0,ORANG,1,2017
383,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,BUDHA,2,ORANG,1,2017
384,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,KONGHUCU,0,ORANG,1,2017
385,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,KEPERCAYAAN,0,ORANG,1,2017
386,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,ISLAM,17263,ORANG,1,2017
387,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,KRISTEN,849,ORANG,1,2017
388,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,KATHOLIK,460,ORANG,1,2017
389,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,HINDU,30,ORANG,1,2017
390,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,BUDHA,18,ORANG,1,2017
391,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,KONGHUCU,0,ORANG,1,2017
392,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,KEPERCAYAAN,0,ORANG,1,2017
393,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,ISLAM,20160,ORANG,1,2017
394,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,KRISTEN,669,ORANG,1,2017
395,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,KATHOLIK,213,ORANG,1,2017
396,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,HINDU,10,ORANG,1,2017
397,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,BUDHA,15,ORANG,1,2017
398,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,KONGHUCU,0,ORANG,1,2017
399,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,KEPERCAYAAN,0,ORANG,1,2017
400,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,ISLAM,5379,ORANG,1,2017
401,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,KRISTEN,135,ORANG,1,2017
402,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,KATHOLIK,42,ORANG,1,2017
403,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,HINDU,0,ORANG,1,2017
404,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,BUDHA,3,ORANG,1,2017
405,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,KONGHUCU,0,ORANG,1,2017
406,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,KEPERCAYAAN,0,ORANG,1,2017
407,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,ISLAM,15844,ORANG,1,2017
408,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,KRISTEN,451,ORANG,1,2017
409,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,KATHOLIK,115,ORANG,1,2017
410,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,HINDU,8,ORANG,1,2017
411,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,BUDHA,28,ORANG,1,2017
412,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,KONGHUCU,0,ORANG,1,2017
413,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,KEPERCAYAAN,0,ORANG,1,2017
414,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,ISLAM,27185,ORANG,1,2017
415,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,KRISTEN,226,ORANG,1,2017
416,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,KATHOLIK,54,ORANG,1,2017
417,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,HINDU,19,ORANG,1,2017
418,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,BUDHA,0,ORANG,1,2017
419,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,KONGHUCU,0,ORANG,1,2017
420,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,KEPERCAYAAN,0,ORANG,1,2017
421,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,ISLAM,1366,ORANG,1,2017
422,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,KRISTEN,565,ORANG,1,2017
423,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,KATHOLIK,504,ORANG,1,2017
424,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,HINDU,12,ORANG,1,2017
425,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,BUDHA,81,ORANG,1,2017
426,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,KONGHUCU,0,ORANG,1,2017
427,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,KEPERCAYAAN,0,ORANG,1,2017
428,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,ISLAM,20546,ORANG,1,2017
429,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,KRISTEN,663,ORANG,1,2017
430,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,KATHOLIK,326,ORANG,1,2017
431,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,HINDU,8,ORANG,1,2017
432,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,BUDHA,23,ORANG,1,2017
433,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,KONGHUCU,0,ORANG,1,2017
434,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,KEPERCAYAAN,0,ORANG,1,2017
435,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,ISLAM,31376,ORANG,1,2017
436,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,KRISTEN,584,ORANG,1,2017
437,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,KATHOLIK,307,ORANG,1,2017
438,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,HINDU,38,ORANG,1,2017
439,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,BUDHA,34,ORANG,1,2017
440,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,KONGHUCU,0,ORANG,1,2017
441,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,KEPERCAYAAN,6,ORANG,1,2017
442,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,ISLAM,16789,ORANG,1,2017
443,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,KRISTEN,565,ORANG,1,2017
444,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,KATHOLIK,157,ORANG,1,2017
445,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,HINDU,13,ORANG,1,2017
446,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,BUDHA,35,ORANG,1,2017
447,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,KONGHUCU,1,ORANG,1,2017
448,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,KEPERCAYAAN,1,ORANG,1,2017
449,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,ISLAM,16718,ORANG,1,2017
450,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,KRISTEN,1523,ORANG,1,2017
451,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,KATHOLIK,471,ORANG,1,2017
452,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,HINDU,11,ORANG,1,2017
453,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,BUDHA,189,ORANG,1,2017
454,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,KONGHUCU,1,ORANG,1,2017
455,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,KEPERCAYAAN,0,ORANG,1,2017
456,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,ISLAM,9336,ORANG,1,2017
457,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,KRISTEN,801,ORANG,1,2017
458,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,KATHOLIK,293,ORANG,1,2017
459,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,HINDU,7,ORANG,1,2017
460,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,BUDHA,86,ORANG,1,2017
461,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,KONGHUCU,1,ORANG,1,2017
462,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,KEPERCAYAAN,7,ORANG,1,2017
463,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,ISLAM,20672,ORANG,1,2017
464,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,KRISTEN,899,ORANG,1,2017
465,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,KATHOLIK,644,ORANG,1,2017
466,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,HINDU,35,ORANG,1,2017
467,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,BUDHA,81,ORANG,1,2017
468,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,KONGHUCU,1,ORANG,1,2017
469,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,KEPERCAYAAN,5,ORANG,1,2017
470,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010001,GEMPOL SARI,32.73.15,BANDUNG KULON,32.73.15.1006,GEMPOLSARI,ISLAM,18165,ORANG,1,2017
471,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010001,GEMPOL SARI,32.73.15,BANDUNG KULON,32.73.15.1006,GEMPOLSARI,KRISTEN,1795,ORANG,1,2017
